id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
635282,"Huge factory loft, prime location",1215949,Misty,Brooklyn,Williamsburg,40.71657,-73.96264,Entire home/apt,165,2,179,2019-06-17,2.20,1,0
648246,Spacious Brooklyn Loft w/ River View,62583,Karina,Brooklyn,Williamsburg,40.71227,-73.96776,Entire home/apt,195,1,39,2019-04-28,0.47,1,270
660016,"Peaceful with Windows, Brooklyn Apt",270064,Sean - Hygge Stay,Brooklyn,Williamsburg,40.70249,-73.9488,Entire home/apt,139,2,211,2019-07-04,2.57,1,19
666613,Amazing Williamsburg entire Loft. Floor 2B,3370705,Valentin,Brooklyn,Williamsburg,40.71112,-73.96338,Entire home/apt,199,4,78,2019-06-07,1.26,1,65
690553,Modern Lofted Williamsburg 3bd,743742,Ethan And Wray,Brooklyn,Williamsburg,40.7056,-73.94202,Entire home/apt,198,1,294,2019-07-04,3.59,1,233
692137,Stunning 3BR loft in Williamsburg!!!!,3538661,Phillip,Brooklyn,Williamsburg,40.71428,-73.961,Entire home/apt,380,4,62,2019-01-02,0.75,2,170
699472,NYC 1st Shipping Container Home,3587751,Janet-David,Brooklyn,Williamsburg,40.70995,-73.95536,Entire home/apt,220,1,404,2019-06-25,4.90,2,341
702213,W'burg Hidden Treasure Off Lorimer,240471,Roberto,Brooklyn,Williamsburg,40.70751,-73.9467,Private room,150,3,32,2018-10-20,0.42,2,365
713891,Amazing location! 10ft from L train,3675389,Giorgia & Benjamin,Brooklyn,Williamsburg,40.71534,-73.94906,Private room,85,2,146,2019-06-23,1.78,1,46
715102,WILLIAMSBURG 1 private room in loft,1002452,Florencia,Brooklyn,Williamsburg,40.71055,-73.94915,Private room,65,14,30,2018-09-02,0.76,2,38
726465,"❤️ of Williamsburg, Private Entrance",1869332,Elli,Brooklyn,Williamsburg,40.71927,-73.95591,Private room,129,2,129,2019-04-25,1.67,3,36
727835,Pristine Room and Art Experience,3772684,Glasshouse,Brooklyn,Williamsburg,40.70866,-73.95166,Private room,99,6,89,2017-12-12,1.09,2,89
728409,Huge Room in South Williamsburg,3778274,AJ And Freddy,Brooklyn,Williamsburg,40.70061,-73.9552,Private room,65,2,164,2017-01-01,2.07,2,0
731300,Private Room Williamsburg(Ariel) 4p,3398752,Alessandra,Brooklyn,Williamsburg,40.71141,-73.95427,Private room,95,2,164,2019-06-23,2.07,2,93
737126,Williamsburg Loft!! Bedford L 1blk!,3847832,Eric,Brooklyn,Williamsburg,40.71714,-73.95447,Shared room,195,2,80,2017-05-26,0.98,1,364
747344,"Stunning views! 3 separate bedrooms, L train Loft",3011406,Ellie,Brooklyn,Williamsburg,40.70608,-73.93154,Entire home/apt,220,3,151,2019-06-22,1.86,1,115
765315,Bed & Bathroom in Williamsburg Loft,4034995,Susan,Brooklyn,Williamsburg,40.71203,-73.95993,Private room,115,2,91,2017-04-30,1.18,1,258
767761,Beautiful 1 br in Williamsburg,4049527,Nathaniel,Brooklyn,Williamsburg,40.71572,-73.95574,Entire home/apt,165,1,41,2018-06-29,0.52,1,19
769448,"Bedford Loft, Williamsburg Prime",4059034,Ian,Brooklyn,Williamsburg,40.7179,-73.96107,Entire home/apt,312,2,302,2019-06-23,4.18,1,246
776257,Large One Bedroom in heart of North Williamsburg,4094151,Sean,Brooklyn,Williamsburg,40.71813,-73.9606,Entire home/apt,230,5,72,2019-06-30,0.91,1,325
777297,XL 2 Bedroom LOFT in the Heart of Williamsburg,3419446,Jennifer,Brooklyn,Williamsburg,40.71606,-73.95527,Entire home/apt,200,2,72,2019-06-23,0.95,1,52
786843,PRIVATE ROOFTOP +BEST LOCATION+COZY,3117671,Mariana,Brooklyn,Williamsburg,40.71222,-73.95827,Entire home/apt,145,3,121,2019-07-02,1.51,1,45
797696,Prime Williamsburg location with private deck,4025188,Suzanne,Brooklyn,Williamsburg,40.70773,-73.9566,Private room,101,2,32,2017-08-19,0.40,1,0
842176,Cozy Room in Williamsburg Loft Apt,3330412,Pierre  & Amira,Brooklyn,Williamsburg,40.71541,-73.94464,Private room,80,4,80,2017-10-18,1.08,1,245
850148,1 ROOM IN AMAZING ARTIST NYC LOFT,2843998,Julie,Brooklyn,Williamsburg,40.7106,-73.96532,Private room,85,2,35,2019-05-04,0.55,2,365
850338,Authentic Luxury Designed Loft,4440548,Thomas,Brooklyn,Williamsburg,40.71427,-73.94671,Entire home/apt,145,3,166,2019-06-20,2.15,2,151
857810,Heart of Williamsubrg 1 Bedroom,4487224,Tara,Brooklyn,Williamsburg,40.71373,-73.94958,Entire home/apt,249,3,31,2015-09-27,0.40,1,365
877135,Williamsburg 1br APT,4628887,Hoonju / Co Host: Jose,Brooklyn,Williamsburg,40.71518,-73.94571,Entire home/apt,95,3,36,2019-06-16,0.95,1,89
882209,Gorgeous Williamsburg Apartment,3673451,Nikki,Brooklyn,Williamsburg,40.70502,-73.95262,Private room,80,2,37,2019-05-04,0.56,2,89
887129,Comfortable and Large Duplex with Private Terrace,3490818,Jon,Brooklyn,Williamsburg,40.71437,-73.96054,Entire home/apt,191,3,156,2019-06-30,2.08,1,21
894063,"Penthouse patio,city view,BIG bed",1803302,Lacey,Brooklyn,Williamsburg,40.71216,-73.96326,Private room,98,3,78,2019-05-27,1.01,1,268
918239,Cozy bedroom in Artist Loft,4930847,Rachel,Brooklyn,Williamsburg,40.70159,-73.94346,Private room,56,1,103,2019-06-10,1.60,1,65
938022,Private Bedroom in Williamsburg,1866827,Gregory,Brooklyn,Williamsburg,40.7078,-73.94827,Private room,99,1,94,2019-06-16,1.22,1,358
1030392,"BIG, COMFY, 4BR DUPLEX, GARDEN APT, Williamsburg",216191,M,Brooklyn,Williamsburg,40.71132,-73.94493,Entire home/apt,289,2,39,2019-06-05,0.58,4,88
1039215,Heart of Williamsburg - authentic & central!,4911550,Marc,Brooklyn,Williamsburg,40.72091,-73.96124,Entire home/apt,90,3,166,2018-07-28,2.21,1,104
1045491,Prime Williamsburg. Brand new,1356046,Daniel,Brooklyn,Williamsburg,40.71454,-73.9507,Private room,75,3,179,2019-06-09,2.39,2,136
1045897,"HISTORIC WILLIAMSBURG, BKLYN",839679,Brady,Brooklyn,Williamsburg,40.71797,-73.95508,Entire home/apt,195,3,173,2019-06-06,2.34,3,273
1056119,Cozy Private Space in Williamsburg Townhome,5817011,Clyde,Brooklyn,Williamsburg,40.70851,-73.949,Entire home/apt,116,4,112,2019-07-02,1.49,1,127
1110484,"Forget NYC, Stay in Williamsburg! Best 1 BR Apt",1690569,Greg,Brooklyn,Williamsburg,40.71852,-73.95616,Entire home/apt,175,6,32,2019-05-10,0.43,1,291
1121497,Spacious E Williamsburg with Yard!!,496164,Todd,Brooklyn,Williamsburg,40.70974,-73.93962,Private room,75,5,73,2019-06-07,0.99,2,307
1137093,Triplex Penthouse in New York,5446918,Paresh,Brooklyn,Williamsburg,40.71756,-73.94839,Entire home/apt,300,5,34,2019-06-15,0.46,1,365
1141120,Beautiful stylish one bedroom home with balcony.,2637874,Elon,Brooklyn,Williamsburg,40.71666,-73.94552,Entire home/apt,140,3,60,2019-06-15,1.19,1,197
1157522,North Williamsburg whole apt - Off the BEDFORD L,6263282,Liza,Brooklyn,Williamsburg,40.71813,-73.95981,Entire home/apt,212,2,51,2019-06-15,0.91,1,147
1175400,LARGE light filled loft/apt! PRIME Williamsburg.✨,5536387,Heather And John,Brooklyn,Williamsburg,40.71374,-73.94642,Private room,117,2,43,2019-05-28,0.59,1,88
1217046,Sunny Williamsburg Apt w/ Deck,645887,Dave & Theresa,Brooklyn,Williamsburg,40.71317,-73.94851,Entire home/apt,179,3,146,2019-06-26,2.08,2,282
1217318,Williamsburg Penthouse Hideaway,6642777,Martin,Brooklyn,Williamsburg,40.71024,-73.9517,Private room,105,1,374,2019-06-23,5.06,2,69
1217670,"BK Rest - Williamsburg, Brooklyn",4532557,Joshua,Brooklyn,Williamsburg,40.70653,-73.9462,Entire home/apt,84,45,45,2019-06-04,0.61,1,244
1232212,"Beautiful Huge Loft in Williamsburg, NY",3547817,Tad,Brooklyn,Williamsburg,40.71038,-73.96299,Entire home/apt,225,3,56,2019-06-26,0.79,1,55
1245479,Private Room In a Modern Loft,3363749,Alex,Brooklyn,Williamsburg,40.7084,-73.94153,Private room,99,6,148,2019-06-26,2.09,3,252
1280188,The Original Williamsburg Loft!,3891706,Jon Paul,Brooklyn,Williamsburg,40.71737,-73.96396,Entire home/apt,240,1,77,2019-06-27,1.08,1,116
1290336,Spacious & Stylish 2br-Prime Williamsburg Hot Spot,1240820,Triny,Brooklyn,Williamsburg,40.71787,-73.95585,Entire home/apt,295,2,114,2019-07-05,1.59,3,79
1304459,Sunny Williamsburg Artist's Loft,7090408,Paco & Pamela,Brooklyn,Williamsburg,40.70706,-73.95071,Entire home/apt,131,4,68,2019-06-16,1.06,1,5
1330056,Spacious Loft 5 min to Union Square,124357,Alex,Brooklyn,Williamsburg,40.71571,-73.95813,Private room,90,1,115,2019-05-21,1.63,3,359
1330775,Large private live/work space; garden & parking,7187069,Wendy,Brooklyn,Williamsburg,40.70392,-73.93635,Entire home/apt,100,7,41,2019-03-29,0.58,1,45
1346003,1 Bedroom Railroad in Williamsburg,5605755,Amith,Brooklyn,Williamsburg,40.71652,-73.94309,Entire home/apt,150,3,52,2019-04-22,0.72,1,342
1404828,Bohemian Paradise in Industrial BK,7581642,Ehren,Brooklyn,Williamsburg,40.70759,-73.92678,Private room,99,2,189,2017-12-20,2.63,1,0
1428844,Gorgeous sky-lit 2BR,266878,Jean & Gabriel,Brooklyn,Williamsburg,40.71362,-73.93561,Entire home/apt,175,3,199,2019-06-30,2.78,1,272
1467238,Charming Prime Williamsburg 2 bedroom Entire home,7859118,Kristen & Corey,Brooklyn,Williamsburg,40.71915,-73.94061,Entire home/apt,165,2,80,2017-07-19,1.28,1,188
1479349,Sunny Private Room in Williamsburg,5464042,Nicole,Brooklyn,Williamsburg,40.70952,-73.95078,Private room,80,3,130,2017-05-04,1.85,1,0
1494527,Huge Loft In South Williamsburg,7988149,Moses,Brooklyn,Williamsburg,40.71202,-73.96602,Entire home/apt,275,2,195,2019-06-30,2.74,1,331
1496319,Private Huge 2br Williamsburg Artist Apartment!,7997061,Rebecca,Brooklyn,Williamsburg,40.71471,-73.94045,Entire home/apt,250,1,87,2019-06-27,1.23,1,272
1511216,Private room in 2 bedroom apartment,8071107,Tov,Brooklyn,Williamsburg,40.7057,-73.93836,Private room,70,2,31,2017-03-31,0.44,2,20
1560408,Airy Designer Loft in Williamsburg,8300712,Andrew And Stine,Brooklyn,Williamsburg,40.7133,-73.94602,Entire home/apt,280,1,124,2019-06-23,1.77,1,359
1566326,Studio in South Williamsburg,7776144,Bertte,Brooklyn,Williamsburg,40.71171,-73.96101,Entire home/apt,136,30,50,2018-07-08,0.72,1,0
1591811,Sunlit apartment in Williamsburg,8265050,Jae,Brooklyn,Williamsburg,40.71188,-73.95155,Entire home/apt,99,2,198,2019-06-17,2.78,2,89
1604488,Private room with stunning view,8548430,Bernardo & Andressa,Brooklyn,Williamsburg,40.72149,-73.96174,Private room,120,3,142,2019-07-07,2.01,1,37
1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!",8638841,Nathan,Brooklyn,Williamsburg,40.70537,-73.92975,Private room,65,4,142,2019-06-26,2.03,1,115
1654713,Brooklyn Wildlife Loft rm 2,5556571,Chris,Brooklyn,Williamsburg,40.70617,-73.93761,Shared room,40,1,34,2019-01-24,0.48,3,75
1668328,Quiet Williamsburg apartment,8265050,Jae,Brooklyn,Williamsburg,40.71084,-73.94861,Entire home/apt,99,2,201,2019-06-19,2.85,2,106
1697047,Charming Private Room with a View,4184612,Lynne,Brooklyn,Williamsburg,40.71251,-73.947,Private room,115,3,146,2019-06-09,2.08,1,277
1698334,Williamsburg off Bedford/no extra $ for 2ppl!,1562642,Molly,Brooklyn,Williamsburg,40.7138,-73.96251,Private room,82,2,144,2019-04-02,3.37,1,0
1712660,Cosy Room in Great Location -W'burg,2332618,Alison,Brooklyn,Williamsburg,40.70833,-73.95395,Private room,89,1,214,2019-06-28,3.07,2,354
1733054,"Williamsburg Brooklyn, Parkside Penthouse NYC View",8072802,John,Brooklyn,Williamsburg,40.7179,-73.95103,Private room,99,1,340,2019-07-01,4.90,2,263
1734724,Williamsburg Luxury- 30 days +,8910286,Lane,Brooklyn,Williamsburg,40.72076,-73.95614,Entire home/apt,180,30,183,2017-12-17,2.63,1,0
1743379,Spacious Historic Williamsburg 2/1.5 Townhouse,9177920,Irie,Brooklyn,Williamsburg,40.70982,-73.9642,Entire home/apt,250,3,144,2019-07-05,2.06,1,128
1744216,Prime Williamsburg Large bedroom for 1or2 people,2480939,Charles,Brooklyn,Williamsburg,40.71973,-73.96071,Private room,85,1,221,2019-06-26,4.10,3,206
1818820,Urban Cottage in Williamsburg BK,9524360,Michael,Brooklyn,Williamsburg,40.71618,-73.94189,Entire home/apt,193,3,164,2019-06-30,2.39,2,256
1827962,Bright & cosy 1 bedroom apartment,9564410,Ines,Brooklyn,Williamsburg,40.71766,-73.95634,Entire home/apt,170,3,61,2019-07-06,0.90,1,190
1832120,Heart of Williamsburg,7195403,Emily,Brooklyn,Williamsburg,40.71216,-73.96274,Private room,87,3,85,2019-06-17,1.35,2,38
1865336,Private bedroom in awesome loft apt,9725785,J.D. & Stephanie,Brooklyn,Williamsburg,40.71338,-73.96833,Private room,88,1,220,2019-06-21,3.53,2,100
1880539,Room in spacious charming loft,9790609,Naomi,Brooklyn,Williamsburg,40.71216,-73.96615,Private room,85,3,92,2019-06-28,1.57,1,123
1881801,Gorgeous 1.5 Br - 1 block to Subway-9 min to NYC!,8292927,Christian,Brooklyn,Williamsburg,40.71394,-73.94193,Entire home/apt,175,2,111,2019-06-23,2.40,2,108
1900616,nice furnished room ground floor,5097458,Nes,Brooklyn,Williamsburg,40.71863,-73.94575,Private room,70,3,30,2018-11-07,0.60,1,364
1922863,Bi-level Loft with a Private Garden,915973,Donald P.,Brooklyn,Williamsburg,40.71715,-73.95527,Entire home/apt,248,3,57,2019-06-06,0.90,1,344
1925224,"Beautiful, large, charming spot",9946315,Susan,Brooklyn,Williamsburg,40.71758,-73.9543,Entire home/apt,250,8,79,2019-07-01,1.16,1,78
1950311,"Bright, cozy East Williamsburg home",8551260,Hannah,Brooklyn,Williamsburg,40.70604,-73.94457,Entire home/apt,151,5,39,2019-06-18,0.58,2,0
1958765,Stylish 1 BR Loft Apt Williamsburg,10123248,Sylvana,Brooklyn,Williamsburg,40.71688,-73.94584,Entire home/apt,250,2,88,2019-05-28,1.31,1,223
1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Christina,Brooklyn,Williamsburg,40.71971,-73.95998,Private room,79,3,176,2019-06-21,2.63,1,37
2000611,Cute brick wall apt. 2BR,10304755,Michael,Brooklyn,Williamsburg,40.71002,-73.95802,Entire home/apt,150,4,42,2019-06-11,0.62,2,0
2055819,"Garden Oasis, Williamsburg!        ",10528287,Mike,Brooklyn,Williamsburg,40.71589,-73.95534,Entire home/apt,164,1,200,2019-07-05,3.37,2,208
2056012,"Rancho Deluxe, Williamsburg! ",10528287,Mike,Brooklyn,Williamsburg,40.71542,-73.95652,Entire home/apt,210,1,215,2019-07-02,3.20,2,224
2071446,Inspiring spacious loft space,3608781,Katja,Brooklyn,Williamsburg,40.71955,-73.96049,Private room,94,2,129,2019-02-23,2.22,1,188
2111172,Williamsburg. By Bedford L train,8337801,De,Brooklyn,Williamsburg,40.71872,-73.95496,Private room,110,10,72,2018-12-30,1.07,1,42
2117705,Refreshingly Peaceful Room in Prime Williamsburg,5243832,Andrew,Brooklyn,Williamsburg,40.71258,-73.96392,Private room,100,5,44,2019-05-26,1.68,1,41
2128761,"Studio 1 block from subway, 10min to Manhattan!",407078,Mary,Brooklyn,Williamsburg,40.71558,-73.94355,Entire home/apt,149,2,49,2019-07-07,0.73,1,171
2144033,Williamsburg - country house in NYC,6166889,Shelly,Brooklyn,Williamsburg,40.71473,-73.96495,Private room,145,1,52,2019-06-17,0.82,1,291
2153435,The best Williamsburg has to offer!,4630562,Edward,Brooklyn,Williamsburg,40.71587,-73.96351,Entire home/apt,320,2,172,2019-07-04,2.99,1,330
2175827,Room Bedford Heart of Williamsburg,909577,Jaclyn,Brooklyn,Williamsburg,40.71354,-73.96183,Private room,75,2,183,2019-06-30,3.03,3,154
2203926,"Bright, Modern Two Bedroom With Stunning Rooftop",1451417,H,Brooklyn,Williamsburg,40.71292,-73.95876,Entire home/apt,325,3,169,2019-07-01,3.33,1,277
2265827,Williamsburg Lodge (the best home in Brooklyn),11570627,Paul & Marçal,Brooklyn,Williamsburg,40.70868,-73.95343,Private room,89,3,152,2019-06-26,2.67,1,147
2310594,Studio Apt. in East Williamsburg,4148248,Guillermo,Brooklyn,Williamsburg,40.70972,-73.93864,Entire home/apt,95,4,204,2019-06-16,3.10,2,22
2410200,"Heart of Williamsburg, Brooklyn!",11982812,Georgia,Brooklyn,Williamsburg,40.71023,-73.94657,Private room,89,1,99,2017-11-18,1.55,1,0
2472636,Full Floor Apt with NY Skyline views,10431172,En,Brooklyn,Williamsburg,40.71492,-73.94124,Private room,110,4,66,2019-06-22,1.04,1,323
2487848,Quintessential W'burg Apartment,12358955,Priya,Brooklyn,Williamsburg,40.71116,-73.96078,Private room,95,2,156,2019-06-10,2.43,2,274
2487851,Quintessential W'burg Private Room,12358955,Priya,Brooklyn,Williamsburg,40.71072,-73.96143,Private room,90,2,142,2019-06-16,2.22,2,306
2500560,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.71009,-73.95741,Entire home/apt,175,2,46,2019-02-18,0.72,3,14
2509093,Private Room in WILLIAMSBURG,3034421,Heather,Brooklyn,Williamsburg,40.71683,-73.95623,Private room,110,1,38,2018-04-22,0.63,1,157
2563135,Sunny Private Williamsburg room,6754169,Ellie,Brooklyn,Williamsburg,40.71685,-73.94246,Private room,100,2,38,2016-01-05,0.61,2,0
2569808,"Williamsburg, Brooklyn Apartment",10302140,Zandy,Brooklyn,Williamsburg,40.71075,-73.95676,Entire home/apt,85,10,40,2019-06-26,0.64,1,324
2582812,Brooklyn loft apt in industrial building,13225047,Lila,Brooklyn,Williamsburg,40.71997,-73.95945,Private room,60,1,44,2018-03-28,1.24,3,0
2615065,Beautiful & Tranquil Oasis in a Great Location,524730,Oz,Brooklyn,Williamsburg,40.7165,-73.94842,Entire home/apt,100,30,99,2019-01-09,1.57,2,151
2636762,Beautiful Prime Williamsburg Apt,8481739,David,Brooklyn,Williamsburg,40.71498,-73.96104,Entire home/apt,152,1,334,2019-06-27,5.20,1,269
2670522,Zen Bedroom in Artist Loft in Williamsburg,13670148,Michelle,Brooklyn,Williamsburg,40.71209,-73.95196,Private room,40,2,32,2018-08-12,0.50,1,0
2722983,GREAT FOR FAMILIES AND GROUPS!!!,8489537,Tony,Brooklyn,Williamsburg,40.70404,-73.93496,Entire home/apt,200,2,129,2019-07-04,2.03,1,64
2751311,Beautiful Large Williamsburg Studio,2153455,Rachel,Brooklyn,Williamsburg,40.71813,-73.95869,Entire home/apt,135,5,33,2019-07-06,0.53,1,76
2760968,Sunny Room in the Heart of it All!,14120733,Lisa,Brooklyn,Williamsburg,40.71614,-73.96134,Private room,80,2,349,2019-06-17,5.54,1,13
2791758,Bright Modern Room with Balcony and City Views,2637408,Chris,Brooklyn,Williamsburg,40.71173,-73.94955,Private room,79,3,115,2019-07-01,2.83,2,111
2876055,Williamsburg Room - 2 Blocks to L Train,5317082,Kells,Brooklyn,Williamsburg,40.71376,-73.94239,Private room,100,21,62,2019-06-30,1.22,2,96
2880806,2B & Private Garden A Williamsburg Spacious Escape,1240820,Triny,Brooklyn,Williamsburg,40.71923,-73.95684,Entire home/apt,295,2,110,2019-07-05,1.74,3,151
2906314,Sunny 1BR with Terrace/City Views,195783,Bradley,Brooklyn,Williamsburg,40.71264,-73.94017,Entire home/apt,169,4,33,2015-10-21,0.54,1,0
2918225,"Central Penthouse Room, Terrace & Private Bath",1646926,Dave,Brooklyn,Williamsburg,40.71288,-73.95822,Private room,155,2,42,2016-12-11,0.67,1,0
2924834,RARE: Large Room + Big Townhouse = Better Stay,9576121,Jon,Brooklyn,Williamsburg,40.71416,-73.9488,Private room,80,2,71,2019-02-26,1.13,1,0
2969489,"Great Room, Bedford L Train!! (10min to Manhattan)",1012583,Mariano,Brooklyn,Williamsburg,40.71587,-73.95934,Private room,74,4,106,2019-05-25,1.71,2,25
3090922,"Private Rm in Cozy Wburg Loft, 1 blk fr Bedford L",4936720,Mac,Brooklyn,Williamsburg,40.7152,-73.95445,Private room,75,1,52,2019-06-16,1.29,2,25
3137906,Lovely room in Williamsburg,3814039,Natalie,Brooklyn,Williamsburg,40.70921,-73.95178,Private room,64,3,47,2019-06-10,0.77,1,282
3173148,BEAUTIFUL Williamsburg Palace!,6396561,Justin,Brooklyn,Williamsburg,40.70675,-73.94984,Private room,70,3,69,2019-04-30,1.13,1,142
3248671,Private Room in Artist's Loft,6032480,Anna,Brooklyn,Williamsburg,40.71207,-73.95077,Private room,65,2,152,2019-06-18,2.50,2,80
3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,40.71601,-73.9587,Private room,89,3,73,2019-01-07,1.19,1,359
3283028,"NICE Williamsburg Brooklyn, 2 Bedrooms off L train",16591767,Danny,Brooklyn,Williamsburg,40.71165,-73.94708,Entire home/apt,169,5,51,2019-06-02,0.83,1,91
3311821,Williamsburg COZY SUNNY next2train!,430188,Pam,Brooklyn,Williamsburg,40.70648,-73.95444,Private room,100,20,62,2019-05-26,1.01,6,240
3349699,Spacious apartment with garden,19402,Susanna,Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,5,37,2019-04-26,0.76,1,86
3375448,Williamsburg Garden Apartment,2377104,Hannah,Brooklyn,Williamsburg,40.71122,-73.94985,Entire home/apt,225,2,257,2019-06-23,4.21,2,179
3386226,"Lovely 2 Floor Home, Gem in Heart of Williamsburg!",4185064,Paulina,Brooklyn,Williamsburg,40.71649,-73.96166,Entire home/apt,285,1,89,2019-06-23,1.47,2,110
3414885,Artsy Modern Hideout | Two bedrooms with backyard!,5722995,Blake,Brooklyn,Williamsburg,40.71122,-73.94893,Entire home/apt,240,2,87,2019-06-28,1.46,1,77
3415102, 3 bedroom loft in Williamsburg,17218916,Randall,Brooklyn,Williamsburg,40.7117,-73.96321,Entire home/apt,500,2,48,2019-05-05,0.80,1,365
3486103,Best of Brooklyn & 5 min to Manhattan!,3841446,Tony,Brooklyn,Williamsburg,40.71023,-73.95688,Entire home/apt,109,2,214,2019-06-27,4.58,1,127
3495854,Studio loft - Williamsburg/Bushwick,17601262,Enrico,Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,2019-06-27,2.52,2,283
3513303,CHEAP BIG room in Williamsburg,4904811,Megan,Brooklyn,Williamsburg,40.70848,-73.95323,Private room,90,3,230,2019-06-16,3.79,1,125
3542523,HEART of Williamsburg  w/ Rooftop!,747031,Jack,Brooklyn,Williamsburg,40.71466,-73.96429,Entire home/apt,500,1,138,2017-12-20,2.34,1,282
3549798,Sunny Private Williamsburg Space,6309019,John,Brooklyn,Williamsburg,40.71474,-73.95662,Entire home/apt,200,2,175,2019-07-02,2.93,1,303
3646059,Quiet Room in East Williamsburg,17525930,Jillian,Brooklyn,Williamsburg,40.71566,-73.941,Private room,65,1,35,2016-11-13,0.88,1,0
3663798,"Big WBurg Rm, 5 min from L, Fits 4!",18272570,Qian,Brooklyn,Williamsburg,40.70917,-73.94918,Private room,119,2,43,2016-06-30,0.72,1,0
3749971,Williamsburg Apt. w/ private patio,10094431,Sofia,Brooklyn,Williamsburg,40.71623,-73.96415,Private room,115,1,78,2019-07-01,1.31,1,8
3764540,"Beautiful 1BR with Yard, Williamsburg",3022504,Michael,Brooklyn,Williamsburg,40.7151,-73.95422,Entire home/apt,134,4,46,2019-06-18,0.89,1,32
3782925,Cute apartment with Backyard,3363799,Andrew,Brooklyn,Williamsburg,40.70967,-73.94945,Entire home/apt,124,5,85,2019-06-23,1.45,1,238
3798941,Williamsburg Penthouse Guestroom,6642777,Martin,Brooklyn,Williamsburg,40.71231,-73.95313,Private room,105,1,372,2019-06-21,6.23,2,59
3907603,Nyc! Cozy room in Williamsburg,14890430,Evy,Brooklyn,Williamsburg,40.71223,-73.94169,Private room,75,3,174,2019-07-01,2.96,1,311
3943879,Prime Williamsburg loft on Bedford,20435647,Mette,Brooklyn,Williamsburg,40.71713,-73.95669,Entire home/apt,175,2,76,2019-06-21,1.29,1,19
3973944,Ground & Rejuvenate PR Williamsburg,1401835,Danielle,Brooklyn,Williamsburg,40.70974,-73.95612,Private room,89,2,30,2019-05-26,0.52,3,219
4024936,"Beautiful, Bright, Williamsburg apt",10263619,Chloe,Brooklyn,Williamsburg,40.71908,-73.95675,Entire home/apt,120,2,135,2019-07-03,2.32,1,66
4066224,Williamsburg Gem With Private Patio!,4050500,Kelly,Brooklyn,Williamsburg,40.71236,-73.9379,Entire home/apt,200,1,170,2019-06-30,2.96,1,303
4074248,Skylight Room in BK Duplex in Williamsburg,6459254,Todd,Brooklyn,Williamsburg,40.71413,-73.94868,Private room,100,4,32,2019-06-09,0.56,1,0
4088506,"Modern, central WBurg 2BR w/rooftop",2436652,Krzysztof,Brooklyn,Williamsburg,40.71381,-73.96065,Entire home/apt,160,30,44,2019-06-10,0.76,1,226
4120122,Cosy room in Williamsburg,21373495,Lara,Brooklyn,Williamsburg,40.7105,-73.9438,Private room,65,1,113,2019-06-21,3.99,1,308
4171406,Private room in artist's loft!,6032480,Anna,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-06-11,1.49,2,38
4178851,Lofty Living: Heart of Williamsburg,21680683,Jenny,Brooklyn,Williamsburg,40.71961,-73.95837,Entire home/apt,380,3,105,2019-06-30,1.82,2,264
4244528,Williamsburg Beauty,4162754,Angel,Brooklyn,Williamsburg,40.71295,-73.9623,Private room,80,1,52,2019-05-27,1.12,1,297
4277724,"Bright, Spacious Wburg APT w/ VIEW!",6894447,Andrew,Brooklyn,Williamsburg,40.71484,-73.96742,Entire home/apt,195,2,57,2019-06-24,0.99,1,15
4308633,Wonderful Willi!,22364611,Basil,Brooklyn,Williamsburg,40.71603,-73.9547,Private room,94,2,46,2019-06-03,0.90,1,267
4311648,Modern & Sunny w/ Private Terrace,4644513,Liana,Brooklyn,Williamsburg,40.71436,-73.96362,Entire home/apt,285,3,43,2019-05-26,0.75,1,12
4365276,Entire 2BR APT (not a railroad),3081990,Amanda,Brooklyn,Williamsburg,40.70698,-73.95406,Entire home/apt,170,1,141,2019-06-22,3.05,1,28
4387152,Petit chalet with secret garden,22262958,Kanae,Brooklyn,Williamsburg,40.71142,-73.95535,Entire home/apt,160,3,87,2019-06-19,1.63,1,302
4453484,Prime Artist Loft &  Exposed Brick,2166065,Peter,Brooklyn,Williamsburg,40.71909,-73.95897,Entire home/apt,250,2,103,2019-06-20,1.87,1,315
4469264,Cute brick wall Br in Williamsburg.,10304755,Michael,Brooklyn,Williamsburg,40.71156,-73.95826,Private room,80,2,108,2019-06-01,1.93,2,4
4532913,Williamsburg private clean cozy RM,20164579,Oliver,Brooklyn,Williamsburg,40.71909,-73.95998,Private room,45,1,170,2019-06-20,5.90,1,245
4553528,Brownstone Williamsburg room with skylight Create,2480939,Charles,Brooklyn,Williamsburg,40.71839,-73.95996,Private room,58,1,210,2019-07-02,3.80,3,217
